Timestamp;Наименование;"Синонимичные наименования
(Если несколько, пишите через запятую)";Семейство;Красная книга ;Есть ли ножка;"Размер ножки ОТ в мм (диаметр)
в ответ только число";"Размер ножки ДО в мм  (диаметр)
в ответ только число";Тип ножки ;"Цвет ножки
(Если несколько, пишите через запятую)"; Тип шляпки;"Цвет шляпки
(Если несколько, пишите через запятую)";Под шляпкой ;Описание гриба;"Двойники, если есть, то добавить в форму
(Если несколько, пишите через запятую)";Фотографии
5.14.2025 0:06:15;Паутинник сизо-голубой;Паутинник голубеющий, Паутинник голубой, Паутинник водянисто-голубой, Паутинник синеватый;Паутинниковые;Нет;Да;10;25;Утолщенная внизу;Охристо-жёлтый, голубовато-фиолетовый;Выпуклая;Сероватый, голубой, светловато-охристый;Пластинчатая;"Гриб произрастает большими группами и колониями, встречается в смешанных и широколиственных лесах, является микоризообразователем со многими лиственными деревьями, в том числе – с буком. На территории России встречается только в Приморском крае. Образует микоризу с различными лиственными деревьями (в том числе – с дубами и буками).
Несмотря на то, что гриб принадлежит к категории редких, и увидеть его можно нечасто, его причисляют к категории съедобных.";Паутинник Мэра;https://drive.google.com/open?id=16e-ramzOJaA9elsTxE7aDvRnsIQPmfNe
5.14.2025 0:08:35;Гигроцибе алая;Гигроцибе красная, Гигроцибе багряная;Гигрофоровые;Нет;Да;5;10;Ровная;Ярко-красный, желтовытый;Выпуклая;Насыщенно-алый, блекло-оранжевый, оранжево-желтый;Пластинчатая;"Гигроцибе алая встречается на всякого рода лугах с конца лета и до поздней осени, предпочитая, очевидно, неплодородные почвы, где гигрофоровые традиционно не встречают серьезной конкуренции.
Гигроцибе алая гриб не ядовитый, но в качестве съедобного гриба не употребляется даже опытными грибниками, так как встречается он не часто и отличается маленькими размерами.";Гигроцибе пунцовая;https://drive.google.com/open?id=1tvu4LD3jRVAgkGSD61uWWnf_uTtjzwL0
5.14.2025 0:11:38;Млечник блёклый;Болотная волнушка;Сыроежковые;Нет;Да;5;10;Ровная;Светло-коричневый, кремовый;Ровная;Винно-бурый, коричневатый;Пластинчатая;"Растет в лиственных и смешанных лесах, формируют микоризу с берёзовой древесиной.
Массовое плодоношение гриба продолжается на протяжении всего сентября, а первый урожай млечника блеклого можно собрать уже в середине августа. Растёт в смешанных и лиственных лесах, где есть берёзы и сосны. Предпочитает болотистые местности, с высоким уровнем влажности и мшистыми участками.
Млечник блеклый принадлежит к категории условно-съедобных грибов, употребляется в пищу, в основном, солёным.";Серушка, Млечник лиловеющий;https://drive.google.com/open?id=1Cp3QnjKi_4mYWnD8MUPxa-R09TU1-03b
5.14.2025 13:50:46;Сыроежка охристая;Сыроежка бледно-охристая, Сыроежка бледно-желтая, Сыроежка лимонная, Сыроежка охристо-желтая, Сыроежка охристо-белая, Сыроежка охряно-желтая;Сыроежковые;Нет;Да;10;15;Ровная;Белый, желтый;Ровная;Желтовато-охряный;Пластинчатая;"Сыроежка охристая обитает в наших лесах с конца августа до октября. Излюбленные леса – хвойные, особенно еловые и широколиственные с достаточным уровнем увлажнения. Растет на мхах, на лесных постилках. В южных районах страны встречается довольно редко.
Гриб относится к съедобным, категория – третья. Некоторые исследователи относят такой гриб у условно-съедобным и даже несъедобным. Перед употреблением в пищу его необходимо отварить.";Коричневая сыроежка;https://drive.google.com/open?id=1Jtt3wPWg5qRtJ1Y509h3DUiqGiUjdabn
5.14.2025 13:54:24;Шампиньон кривой;Шампиньон отчетливоклубеньковый;Шампиньоновые;Нет;Да;10;20;С юбкой;Белый, кремоватый, сероватый;Выпуклая;Белый, кремовый, светло-охряный;Пластинчатая;"Произрастает в хвойных лесах с середины лета до октября. Он любит расти на лесной подстилке, часто встречается группами, но иногда можно найти и одиночные экземпляры.
Это съедобный вкусный гриб, по вкусу он ничем не уступает шампиньону полевому и используется точно так же (в первых и вторых блюдах, вареным, маринованным или соленым).";Бледная поганка;https://drive.google.com/open?id=1iXBAvGo4mkL-0Sd4RAqEgI-iz14nNeHc
5.14.2025 14:00:43;Мухомор толстый;Мухомор коренастый;Аманитовые;Нет;Да;15;25;С юбкой;Беловатый, серо-коричневатый;Выпуклая;Серо-коричневый, серебристо-серый;Пластинчатая;"Летом и осенью встречается в лиственных и хвойных лесах. Гриб очень распространен.
Несъедобен.";Пантерный мухомор;https://drive.google.com/open?id=1StrJbgT9c4EHHHOckL3TDj_2ZzqTJn5H
5.14.2025 14:04:37;Подосиновик сосновый;;Болетовые;Нет;Да;20;45;Утолщенная внизу;Грязно-белый, коричневатый;Выпуклая;Красно-бурый, оранжево-кирпичный;Трубчатая;"Подосиновик сосновый встречается с июня до начала октября в хвойных и смешанных лесах, образуя микоризу строго с сосной. Особенно обильно плодоносит во мхах.
Хороший съедобный гриб.";Подосиновик дубовый, Подосиновик красный;https://drive.google.com/open?id=1349BYJ8LFvJuE7RPxMwZOQXs2heyeKgn
5.14.2025 14:08:38;Паутинник многообразный;;Паутинниковые;Нет;Да;15;30;Утолщенная внизу;Белый, оранжеватый, желтоватый;Выпуклая;Рыжий, красноватый, желтоватый;Пластинчатая;"Гриб достаточно широко распространен в российских лесах европейской части страны, в лесах Белоруссии. Излюбленным местом распространения считаются именно хвойные леса, хотя гриб попадается и в густых лиственных лесах.
Паутинник многообразный относится к условно-съедобным грибам. Может быть использован в пищу после получаса отваривания в кипящей воде.";;https://drive.google.com/open?id=1bE-xgzvUiVWHKDdQ797tNFCcUMtetVvH
5.14.2025 14:14:25;Меланолеука прямоногая;Меланолейка прямоногая;Рядовковые;Нет;Да;10;20;Ровная;Грязно-белый, мучной;Ровная;Беловатый, кремовый;Пластинчатая;"Плодоношение у гриба описываемого вида достаточно обильное, продолжается с июня по октябрь. Меланолейки прямоногие произрастают преимущественно на лугах, в садах и на пастбищах. Лишь изредка этот вид грибов можно увидеть в лесу. Чаще всего меланолейки вырастают в горных областях и предгорьях.
Меланолейка прямоногая является съедобным грибом.";;https://drive.google.com/open?id=185Ii7enIiAh76LWZFIk0jVXQIlRSBJlg
5.14.2025 14:16:51;Рядовка бородатая;;Рядовковые;Нет;Да;10;20;Утолщенная внизу;Беловатый, коричневатый;Выпуклая;Красно-коричневый, светло-коричневый;Пластинчатая;"Рядовка бородатая достаточно широко распространена в Северном полушарии. Образует микоризу с хвойными, чаще всего с елью, реже с сосной. Встречается с августа по ноябрь.
Гриб не ядовит, но и высокими гастрономическими качествами не обладает. По некоторым источникам, он годится в засолку вместе с другими грибами после предварительного отваривания.";Рядовка чешуйчатая;https://drive.google.com/open?id=1B9NZ17Hh6qLSparsrbOzke5ZhfFFiZbY
5.14.2025 14:19:15;Лисичка аметистовая;;Лисичковые;Нет;Да;10;20;Утолщенная вверху;Светло-жёлтый, рыжеватый;Вогнутая;Светло-жёлтый, рыжеватый, коричневатый;Пластинчатая;"Лисичка аметистовая начинает плодоносить в начале лета (июнь) а завершение периода плодоношения приходится на октябрь. Гриб распространён в лесистых местностях России, в основном лисичку аметистовую можно увидеть в хвойных, лиственных, травянистых, смешанных лесах. 
Аметистовая лисичка принадлежит к категории съедобных грибов, с прекрасными вкусовыми качествами. Гриб не предъявляет особых требований к транспортировке, хорошо сохраняется.";Желтая лисичка;https://drive.google.com/open?id=1d59yl4ca67fBt7XpTlA_Wo_P56CJoX8c
5.14.2025 14:23:02;Паутинник слизистый;;Паутинниковые;Нет;Да;10;20;Ровная;Белый, мучной;Выпуклая;Глинисто-желтый, темно-коричневый;Пластинчатая;"Паутинник слизистый встречается с середины августа до конца октября в хвойных и смешанных лесах, образует микоризу, видимо, с сосной. Попадается нечасто, больших групп не образует.
В зарубежной литературе гриб описывается как несъедобный.";Паутинник пачкающий;https://drive.google.com/open?id=14Wt3uUy9L2plqgyeSYn0ccSTznAOCBWd
5.14.2025 14:25:37;Масленок желтоватый;;Маслёнковые;Нет;Да;15;30;С юбкой;Беловатый, желтоватый;Ровная;Желтоватый, желтовато-коричневый, серо-желтый, охристо-желтоватый;Трубчатая;"Масленок желтоватый любит тепло, поэтому встречается преимущественно на почвах песчаного типа. Легче всего найти этот гриб в сосновом лесу или в посадке этих деревьев, если им свойственен хороший уровень прогревания.Расти грибы этого вида могут как одиночными экземплярами, так и большими группами. Период их плодоношения начинается в конце мая и длится до конца ноября.
Масленой желтоватый  – условно съедобный, так как для употребления его в пищу необходимо снять с его поверхности кожицу, которая способствует возникновению диареи.";Сибирский масленок;https://drive.google.com/open?id=1y5V4uE9BxA1ecRIBtKogR7DiQtUZc7BP
5.14.2025 15:49:37; Лаковица аметистовая;Лаковица лиловая;Гиднангиевые;Нет;Да;2;5;Ровная;Лиловый, фиолетовый, беловатый;Ровная;Лиловый, фиолетовый, беловатый;Пластинчатая;"Лаковица аметистовая произрастает на влажный почвах в лесном поясе, время роста – летний и осенний период.
Гриб относится к условно-съедобным, вполне пригоден для употребления в пищу, при этом его обычно добавляют в различные блюда в сочетании с другими грибами.";;https://drive.google.com/open?id=1ZLYmNv1m8HdwlGcPKRaP9AOOxc9IoRvS
5.14.2025 15:52:16; Подосиновик желто-бурый;Обабок разнокожий, Подосиновик красно-бурый;Болетовые;Нет;Да;25;50;Утолщенная внизу;Зеленоватый, серо-черный, грязно-беловатый;Выпуклая;Рыжеватый, желтовато-серый, красноватый;Трубчатая;"Подосиновик желто-бурый растет с июня по октябрь в лиственных и смешанных лесах, образуя микоризу преимущественно с березой. В молодых лесах может встречаться в баснословных количествах, особенно в начале сентября.
Отличный съедобный гриб. ";Подосиновик красный;https://drive.google.com/open?id=1OGuFZ-t_3IUAD_N8QCk9HSmf5G1qibem
5.14.2025 15:54:32;Пилолистник тигровый;;Полипоровые;Нет;Да;5;15;Ровная;Коричневатый, мучной;Выпуклая;Желтоватый, кремовый, коричневатый;Пластинчатая;"Растёт довольно большими сростками и группами на валеже, пнях и стволах преимущественно лиственных пород: дуба, тополя, ивы, на фруктовых деревьях. Сезон - лето-осень, с конца июля по сентябрь (для средней полосы России). В южных регионах — с апреля. 
В разных источниках гриб указывается как съедобный, но с разной степенью съедобности. О вкусовых качествах сведения тоже весьма противоречивы. ";;https://drive.google.com/open?id=1re6jiSQ25jeQL6xbbBkiAQuu7SCOkqkE
5.14.2025 15:57:09;Сетконоска сдвоенная;Диктиофора сдвоенная;Весёлковые;Да;Да;5;15;Ровная;Белый;Выпуклая;Оливково-зеленый, коричневатый;Гладкая;"Обитает сетконоска сдвоенная в лиственных лесах на почве, богатой гумусом, или на сильно разложившихся остатках древесины. Встречается исключительно редко, одиночно или группами, в июле — сентябре.
Молодые грибы съедобны; кроме того, диктиофора сдвоенная используется в народной медицине против подагры и ревматизма.";;https://drive.google.com/open?id=1hvV82I3YmHMBwHlno6Mof0JyLom2BDsm
5.14.2025 15:59:38;Трутовик клубненосный;;Полипоровые;Нет;Да;10;20;Утолщенная вверху;Грязно-белый, рыжевато-бурый;Ровная;Рыжевато-желтый, коричневый;Трубчатая;"Встречается Клубненосный Трутовик с конца весны в течение всего летнего периода и примерно до середины сентября. Произрастает на останках деревьев лиственных пород. Предпочитает липу и прочие схожие породы.
Трутовик клубненосный считается условно-съедобным грибом";;https://drive.google.com/open?id=1LEHesW0Ll3jbTvdqRGgudE5VrgbXFOoH
5.14.2025 16:02:19;Пилолистник бокаловидный;Лентинус бокаловидный;Полипоровые;Нет;Да;10;25;Утолщенная вверху;Беловатый, коричневатый;Вогнутая;Рыжевато-бежевый, коричневатый;Пластинчатая;"Пилолистник бокаловидный встречается на гниющих останках лиственных деревьев (по всей видимости, может паразитировать и на живых, вызывая белую гниль). Пилолистник бокаловидный — гриб преимущественно южный.
Наиболее распространена информация, что пилолистник бокаловидный несъедобен из-за слишком плотной мякоти.";;https://drive.google.com/open?id=1l_gLNVH6_ihRFcod8f822EjEMMWix7oP
5.14.2025 16:04:15;Маслёнок рубиновый;Перечный гриб рубиновый, Рубиноболет рубиновый;Болетовые;Нет;Да;25;45;Утолщенная внизу;Розоватый, красноватый;Выпуклая;Кирпично-красный, жёлто-бурый;Трубчатая;"Произрастает в дубовых лесах, встречается очень редко. Известен в Европе.
Съедобный гриб второй категории.";;https://drive.google.com/open?id=1hgbrzjsuGZ0JGxEIi06XTy6Fv2TuOWCz
5.14.2025 16:07:09;Маслёнок белый;;Маслёнковые;Нет;Да;7;20;Ровная;Беловатый, бурый;Выпуклая;Беловатый, бледно-жёлтый, серовато-белый, желтовато-белый, тускло-оливковый;Трубчатая;Съедобный, но незначительный гриб. Пригоден в пищу в свежем, маринованном и солёном виде. ;Подберёзовик болотный, Маслёнок сибирский;https://drive.google.com/open?id=1T9juSeug2UiXbagPXifZBfmildk3uKLD
5.14.2025 16:09:07;Паутинник пасынковидный;Паутинник клубненогий;Паутинниковые;Нет;Да;5;15;Утолщенная внизу;Беловатый, коричневатый;Ровная;Медно-оранжевый, оранжево-коричневый;Пластинчатая;"Паутинник пасынковидный (он же клубненогий) (Cortinarius Privignoides) образует микоризу с деревьями хвойных пород. Произрастает на опавшей хвое и перегнивших ветках деревьев, а также – на земле. Иногда может расти и в лиственных лесах, под берёзами.
Гриб считается ядовитым. Запах плодового тела не различим.";;https://drive.google.com/open?id=1mABIPlO_DwcGF-xOmyL-D4yqL1BVDNfz
5.14.2025 16:11:10; Опёнок чеканный;;Физалакриевые;Да;Да;10;5;Ровная;Коричневый, розоватый;Ровная;Коричневый, розоватый;Пластинчатая;"Растет или одиночно, или небольшими группами. При этом предпочитает не пни или обычную лесную подстилку, а болотистые почвы или влажные сфагновые мхи. Сезон – август – конец сентября.
Не съедобен.";;https://drive.google.com/open?id=1bdv3rzof7wNFCc-BtocVPeOAMXGfnXn6
5.14.2025 16:24:57;Плютей благородный;Плютей широкошляпковый;Плютеевые;Нет;Да;10;25;Ровная;Белый, сероватый, кремоватый;Ровная;Грязно-белый, коричневатый, розоватый;Пластинчатая;"Данный гриб чаще всего произрастает на пнях и под различными лиственными деревьями. Излюбленным местом для роста считается влажная тенистая почва. Плютей может расти как поодиночке, так и небольшими скученными группами. Встречается как в равнинных, так и в горных лесах.
Гриб является съедобным и используется в приготовлении первых и вторых блюд. Он обладает достаточно интересным своеобразным ароматом и приятным вкусом.";;https://drive.google.com/open?id=1NYzxWUnf_-WTXbBquqvrGkxuclQ6fO6A
5.14.2025 16:28:46;Рядовка опаленная;Рядовка обожжённая, Рядовка загорелая;Рядовковые;Нет;Да;5;15;Ровная;Беловатый, мучной, буроватый;Выпуклая;Каштаново-бурый;Пластинчатая;"Опалённые рядовки широко распространены. Встретить их можно в лесах смешанного типа, преимущественно осенью. Гриб этого вида встречается на территории стран Европы, Азии, Северной Америки.
Точных сведений о съедобности рядовки загорелой нет. Многие опытные грибники считают, что данный гриб является ядовитым и непригоден для употребления в пищу.";;https://drive.google.com/open?id=1481QXbHNAVRWE4ZWnKvRcSeVu-IHJp8E
5.14.2025 16:34:10;Строфария небесно-синяя;;Строфариевые;Нет;Да;10;20;Ровная;Матово-голубой, зеленоватый;Выпуклая;Матово-голубой, зеленоватый;Пластинчатая;"Строфария данного типа растет или поодиночке, или небольшими группами. Любит расти в парках, вдоль дорог, на пастбищах, предпочитая гниющие травяные подстилки, влажные почвы, богатые гумусом. Строфарию небесно-синюю можно увидеть с июня по начало ноября (зависит от погоды).
Относится к категории съедобных грибов, но знатоками не ценится, в пищу не употребляется.";;https://drive.google.com/open?id=1lPc33fCvhOkdFGNNSl_bfozNWtGeMgAh
5.14.2025 16:37:36;Шампиньон таблитчатый;;Шампиньоновые;Нет;Да;10;30;С юбкой;Белый, беловатый;Выпуклая;Беловатый, беловато-серый;Пластинчатая;"Шампиньон таблитчатый (Agaricus tabularis) очень редко встречается в пустынях и полупустынях Казахстана, Средней Азии, в целинных степях Украины, а также в Северной Америке.
Относится к съедобным грибам.";;https://drive.google.com/open?id=1xsQroy-y-uZaMbJB7FMOfBTwb1TPOnCV
5.14.2025 16:41:09;Краснушка;Млечник сладковатый, Груздь сладкий;Сыроежковые;Нет;Да;10;20;Утолщенная внизу;Кремовый, беловатый, коричневатый;Ровная;Бледно-рыжеватый, светло-коричневый;Пластинчатая;"Данный гриб легко можно найти в разных лесах, если обратить внимание на залежи мха. Собирать их лучше всего с середины лета, до середины осени.
Гриб считается съедобным, однако для употребления в пищу его нужно варить или же солить, чтобы он не навредил здоровью. Ни в коем случае нельзя употреблять в пищу сырым.";Горькушка;https://drive.google.com/open?id=1YcdywEnL91Bm2PAhq2vc6Ho2fwOvRCkS
5.14.2025 16:44:30;Шампиньон крупноспоровый;;Шампиньоновые;Нет;Да;10;25;С юбкой;Беловатый;Выпуклая;Белый, мучной;Пластинчатая;"В мире распространен довольно широко.
Съедобен, обладает хорошими вкусовыми качествами.";;https://drive.google.com/open?id=1NiyhSZIDL9aHZJbertLHK8jsdBHi5JbA
5.14.2025 18:22:39;Сыроежка ломкая;;Сыроежковые;Нет;Да;10;20;Ровная;Белый;Вогнутая;Розово-фиолетовый, бледно-розовый;Пластинчатая;"Встречается часто на кислых почвах в лиственных, смешанных и хвойных лесах под березами, соснами, дубами, грабами и др. Встречается сыроежка ломкая в хвойных и лиственных лесах с августа по октябрь, реже с июня.
Гриб условно-съедобен, четвертой категории. Употребляется только соленым.";;https://drive.google.com/open?id=1bpQ1eulDGVdqRKxdnlzIhURmUT23vXU5
5.14.2025 18:24:39; Псевдоежовик студенистый;Псевдохидиум желатиновый, Ледяной гриб, Ложноежовик, Псевдоежовик, Псевдогиднум;Эксидиевые;Нет;Нет;;;;;Ровная;Беловато-серый, коричневатый;Гладкая;"Встречается Псевдоежовик студенистый не часто. Плодоносит с конца лета и до первых холодов. Произрастает в лесах различного типа, предпочитает остатки лиственных, но чаще хвойных деревьев.
Все доступные источники описывают Псевдоежовик студенистый как гриб, пригодный в употребление, правда, при этом его называют совершенно бесполезным с кулинарной точки зрения.";;https://drive.google.com/open?id=1jGAJJ7Dvno9jtPUmr7ztmyZoOhJCpw1e
5.14.2025 18:26:24;Поплавок желто-коричневый;Мухомор оранжевый, Мухомор желто-коричневый, Поплавок бурый, Поплавок оранжевый;Аманитовые;Нет;Да;5;10;Ровная;Бело-коричневый;Выпуклая;Золотистый, оранжевый, коричневый;Пластинчатая;"Растет небольшими группами, также часто встречаются одиночные экземпляры. Любит заболоченные местности, кислые почвы. Предпочитает хвойники, в лиственных лесах встречается редко. Растет с июля по конец октября.
Относится к съедобной категории (условно-съедобен), но употребляется только в отваренном виде.";;https://drive.google.com/open?id=1g37wbpXxkHgGj4gtCaqNYfxU66vFVztO
5.14.2025 18:28:36;Гигрофор сыроежковый;Гигрофор сыроежковидный, Вишняк;Гигрофоровые;Нет;Да;15;35;Утолщенная внизу;Белый, красноватый;Выпуклая;Розоватый, темно-розовый, фиолетовый, беловатый;Пластинчатая;"Встречается в лиственных лесах, в особенности под дубами, порой малыми группами. В гористых и холмистых местностях. Сезон - лето-осень.
Съедобен.";Гигрофор краснеющий;https://drive.google.com/open?id=1Y630_aZviPKJ68zd5_8lwT_KRb86QkWr
10.14.2025 21:08:49;Коллибия веретеноногая;Денежка веретеноногая;Омфалотовые;Нет;Да;5;15;Утолщенная вверху;Красно-коричневый;Выпуклая;Красно-коричневый;Пластинчатая;Растёт на пнях, стволах и корнях старых лиственных деревьев, часто на дубах, буках, каштанах. Распространён в лиственных лесах. Плодоносит большими сростками.;Опёнок зимний;https://drive.google.com/open?id=1UMHrtD-XJ8etkDdp04EAIfCgHoXsSnCq, https://drive.google.com/open?id=1C-J9r_F-U6DSI8mRj_miUeoRrpR4lhy_
10.14.2025 21:28:59;Чешуйчатка съедобная;Фолиота намеко, опёнок намеко;Строфариевые;Нет;Да;5;10;Ровная;Оранжево-коричневый, светло-оранжевый;Выпуклая;Оранжево-коричневый;Гладкая;Выращивается в искусственных условиях в больших объёмах. Предпочитает расти в условиях, где влажность воздуха – высокая (90-95%). Широко применяется в японской кухне.;;https://drive.google.com/open?id=1npkKMgMuT1-ePMiPBmGC_pcT-HiITBOm
10.14.2025 21:33:47;Меланогастер Брума;Ложный трюфель;Свинушковые;Да;Нет;;;;;Выпуклая;Жёлто-коричневый, коричневый, тёмно-коричневый;Гладкая;Растет в лиственных лесах, неглубоко в почве под слоем опавших листьев.;;https://drive.google.com/open?id=129tlsKpkt3VCRyWeW1oXqs2ix0Yg1duY
10.14.2025 21:39:30;Ежовик усиковый;Креолофус усиковый, гериций кудрявый, ежовик разнозубчиковый;Герициевые;Нет;Нет;;;;;Выпуклая;Бело-кремовый;Шипастая;Представляет собой мясистые, слоистые плодовые тела, , которые растут ярусами. Верхняя часть войлочная, нижнюю поверхность покрывают многочисленные длинные висячие шипы. Широко используется в медицине для лечения различных желудочных заболеваний и для профилактики рака желудочно–кишечного тракта. Встречается в смешанных лесах на стволах деревьев и пнях.;Климакодон северный;https://drive.google.com/open?id=1gxNJgnuUkgBT-v4GxN32lb1ac1Si7drc, https://drive.google.com/open?id=19eDB4wlBs1qOlNLizFCzb5RJICFCpWDE
10.14.2025 21:47:52;Рогатик язычковый;Клавариадельфус язычковый;Клавариадельфовые;Нет;Да;10;30;Утолщенная вверху;Нежно-кремовый;Выпуклая;Нежно-кремовый;Гладкая;Вертикальное, языковидной формы плодовое тело, часто слегка сплющенное. Рогатик язычковый встречается с середины июля по конец сентября в хвойных или смешанных лесах, во мхах, возможно, образуя с ними микоризу. Попадается нечасто, но большими группами.;Рогатик пестиковый;https://drive.google.com/open?id=1mLaRLNHgn1yyvDa_BOefkHUO4vQj9nOA
10.15.2025 15:37:48;Хлорофиллум Оливье;Зонтик Оливье;Шампиньоновые;Нет;Да;12;16;Утолщенная внизу;Беловатый;Выпуклая;Темно-красно-коричневый, бледно-коричневый;Пластинчатая;На ножке присутствует кольцо. У кольца два бахромчатых края, одна бахрома смотрит вверх, вторая — вниз. Гриб широко распространён в европейский странах. Плодовые тела встречаются как одиночно, разбросанно, так и образуют довольно большие скопления. Растёт как в хвойных, так и в лиственных лесах разного типа и кустарниках всех видов.;Зонтик краснеющий, хлорофиллум тёмно-бурый, зонтик пёстрый;https://drive.google.com/open?id=1G9Y3CSQBNzvRiEDcpRXdE3U_xIgaLozj
10.15.2025 15:45:08;Моховик тупоспоровый;Моховик розовоногий, боровик тупоспоровый;Болетовые;Нет;Да;10;30;Утолщенная внизу;Красновато-жёлтый;Выпуклая;Коричневый;Трубчатая;"Отмечен в Европе и Северной Америке; в пределах бывшего СССР отмечается в европейской части (ряд областей Украины, Саратовская область) и на Северном Кавказе.";;https://drive.google.com/open?id=1DCxm9PSIEtDoiOIYRxswPrQ8KvmcPSVL
10.15.2025 16:26:16;Навозник рассеянный;Навозник распространённый;Псатирелловые;Нет;Да;5;10;Ровная;Бело-сероватый;Выпуклая;Светло-кремовый, серый;Пластинчатая;Навозник рассеянный встречается с конца весны до середины осени на гниющей древесине, обычно большими колониями, равномерно покрывая удивительную площадь. По отдельности либо вообще не растет, либо никем не замечен.;;https://drive.google.com/open?id=1oJC8KEtnBmeEG7NNoJCASDq9jRwFQBZo
10.15.2025 16:36:39;Моховик лиственничный;Болетин лиственничный;Маслёнковые;Нет;Да;20;40;Утолщенная внизу;Коричневатый, буроватый, темно-бурый;Выпуклая;Буроватый, охристо-бурый, грязно-бурый.;Трубчатая;Растёт только в присутствии лиственницы: в лиственничниках и смешанных лесах с присутствием берёзы, осины, под лиственницей.;Свинушка тонкая, гиродоны, козляк;https://drive.google.com/open?id=1qZm1fYASqGkYGnpyVJ9pZ3izlLh9F-PL, https://drive.google.com/open?id=14snVHt4e1iEZGChepF_QdCblPMA2vjTv
10.15.2025 16:43:37;Псатирелла водолюбивая;Псатирелла шаровидная, ложноопёнок водянистый, псатирелла гидрофильная;Псатирелловые;Нет;Да;5;8;Ровная;Беловатый, светло-коричневый;Выпуклая;Шоколадный, кремовый;Пластинчатая;Произрастает на пнях в лиственных или хвойных лесах, а так же вокруг пней и на сырых почвах. Растет большими колониями, соединяясь в пучки.;Псатирелла серо-бурая,  галерина окаймленная;https://drive.google.com/open?id=1109IuloZIQP7rUVLKvU2toCR4FuvodF6
10.15.2025 16:48:52;Поплавок белый;;Аманитовые;Нет;Да;10;20;Ровная;Белый;Выпуклая;Белый, грязно-белый;Пластинчатая;Растет в лиственных и смешанных лесах, на плодородных почвах. Образует микоризу с березой. Встречается не часто, отмечен во всей территории Европы, больше — в северных регионах.;Ангел смерти, поплавок серый;https://drive.google.com/open?id=1ZSclaHFHTzQpL2vYjwflkX1DSsFrOv9C
10.15.2025 17:00:39;Мицена синеногая;;Миценовые;Да;Да;1;2;Ровная;Сероватый;Выпуклая;Светло-серый, серовато-коричневый;Пластинчатая;Растет в хвойных и смешанных влажных старовозрастных лесах, небольшими скоплениями, на коре, валеже и замшелой гнилой древесине хвойных. В России встречается в европейской части, на Среднем Урале, в Западной Сибири. Ядовит.;;https://drive.google.com/open?id=10r6BdGeaWUQdy5t5Hc2fjGVcJEyxU2pr
10.15.2025 17:07:32;Рядовка частопластинковая;;Рядовковые;Нет;Да;8;25;Утолщенная внизу;Белый, палево-желтоватый;Выпуклая;Белый, палевый, кремоватый;Пластинчатая;Ассоциирована с березой, предпочитает песчаные и торфяные почвы, однако встречается и на других видах почв, распространена повсеместно и очень широко, часто образует немаленькие скопления.;Рядовка белая, рядовка зловонная;https://drive.google.com/open?id=1wSNx3TooQzf-UOWAFEJ6v4wHzN4d_Xb_, https://drive.google.com/open?id=1SC2AIz-L3qNv_B5V7OsYU_mDWMgFdzRm
10.15.2025 17:18:14;Маслёнок полоножковый;Болетин полоножковый, решетник полоножковый;Маслёнковые;Нет;Да;10;20;Утолщенная внизу;Оранжево-коричневый;Выпуклая;Ржаво-красный, желтый;Трубчатая;Встречается преимущественно в кедровых и лиственных лесах. Предпочитает почвы в горной или низинной местности.;Моховик;https://drive.google.com/open?id=1tyJoJSPnjXAwqceEzPNtBX8v25Oua0c6
10.15.2025 17:21:41;Гигрофор благоуханный;Гигрофор душистый;Гигрофоровые;Нет;Да;5;10;Ровная;Сероватый, серовато-бурый;Выпуклая;Сероватый, оливково-серый, желто-серый;Пластинчатая;Встречается в мшистых, сырых местах, в еловых лесах. Предпочитает горные местности. Отличается от других видов сильным миндальным запахом.;;https://drive.google.com/open?id=1dO0vTb9JSh5GCVnaPPYAj6KU3-snTWEh
10.15.2025 17:27:40;Гипомицес млечниковый;;Гипокрейные;Нет;Да;10;30;Утолщенная вверху;Красно-оранжевый;Вогнутая;Красно-оранжевый;Пластинчатая;Является плесневым грибом, который растет на плодовых телах других грибов. Паразитирует на различных видах грибов, в частности, на сыроежках и млечниках. Распространен в основном в Северной Америке. Произрастает он после дождевой погоды. ;;https://drive.google.com/open?id=1fzmpJqGXR8LyJ81n-CEeP2KEr67v5J4H
10.15.2025 17:33:55;Порфировик порфироспоровый;Болет пурпуроспоровый, ежовик порфировый;Болетовые;Нет;Да;10;30;Утолщенная внизу;Сероватый, темно-коричневый;Выпуклая;Сероватый, темно-коричневый;Трубчатая;Встречается в южной части Альп, так же этот вид достаточно распространен в Центральной части Европы. Произрастает в хвойных и лиственных лесах, как правило, предпочитает горную местность.;Болет, моховик;https://drive.google.com/open?id=1OMO5USwIOzTcV2Gx6NllRNX-zFeBOD0i
10.15.2025 17:39:27;Гимнопил проникающий;;Гименогастровые;Нет;Да;5;10;Ровная;Коричнево-рыжеватый;Выпуклая;Коричнево-рыжеватый;Пластинчатая;Растет на останках хвойных деревьев, отдавая предпочтение сосне.;;https://drive.google.com/open?id=15zR-jM-PMouoGCVe9hsIL9_q0mPpLFUG
